subid,counter,trialtype,percentage,sizeasked,searchtype,chosetarget,choselure,chosendistractor,targetshape,targetcolor,targetsize,targetword,distractorshape1,distractorshape2,distractorsize,date,timestamp,rtsearch,rttest,targetpos,foilpos,lurepos,chosenname,chosensize,attncheckscore
59,3,3,77,false,differentsizes,true,false,0,2,blue,small,blicket,4,11,big,2/20/2020,20:41,15165,4584,5,3,0,stim-images/object2bluesmall.jpg,small,"0
"
59,4,6,23,true,samesize,false,false,1,20,blue,small,wug,6,8,big,2/20/2020,20:41,20517,5532,5,2,0,stim-images/object6bluesmall.jpg,small,"0
"
59,5,4,26,true,differentsizes,true,false,0,23,purple,big,sprock,22,5,small,2/20/2020,20:42,10245,4296,4,1,0,stim-images/object23purplebig.jpg,big,"0
"
59,6,0,26,true,attncheck,true,false,0,23,purple,big,sprock,22,5,small,2/20/2020,20:42,10245,4296,4,1,0,stim-images/object23purplebig.jpg,big,"8
"
41,1,6,10,true,samesize,false,false,1,18,purple,big,gade,8,6,small,2/20/2020,20:43,45261,15012,6,3,0,stim-images/object8purplebig.jpg,big,"0
"
41,2,3,45,false,differentsizes,true,false,0,7,blue,big,toma,5,16,small,2/20/2020,20:44,20489,11775,5,1,0,stim-images/object7bluebig.jpg,big,"0
"
41,3,4,64,true,differentsizes,true,false,0,3,green,small,sprock,1,23,big,2/20/2020,20:44,12414,9479,6,3,0,stim-images/object3greensmall.jpg,small,"0
"
41,4,2,30,true,contrast,false,true,1,12,red,small,blicket,19,2,big,2/20/2020,20:44,11702,14271,5,4,6,stim-images/object19redsmall.jpg,small,"0
"
41,5,5,35,false,samesize,false,false,1,4,green,small,wug,15,11,big,2/20/2020,20:45,16808,5404,4,2,0,stim-images/object15greensmall.jpg,small,"0
"
41,6,0,35,false,attncheck,false,false,1,4,green,small,wug,15,11,big,2/20/2020,20:45,16808,5404,4,2,0,stim-images/object15greensmall.jpg,small,"8
"
154,1,2,10,true,contrast,false,true,1,5,blue,small,blicket,21,8,big,2/20/2020,18:37,20895,6301,4,6,5,stim-images/object21bluesmall.jpg,small,"0
"
154,2,3,30,false,differentsizes,true,false,0,12,green,big,toma,1,20,small,2/20/2020,18:37,11796,4986,6,1,0,stim-images/object12greenbig.jpg,big,"0
"
154,3,5,25,false,samesize,true,false,0,24,red,big,wug,11,14,small,2/20/2020,18:37,12426,5522,6,1,0,stim-images/object24redbig.jpg,big,"0
"
154,4,4,60,true,differentsizes,true,false,0,9,purple,small,sprock,13,23,big,2/20/2020,18:38,8443,7145,5,2,0,stim-images/object9purplesmall.jpg,small,"0
"
154,5,6,30,true,samesize,false,false,1,22,red,small,gade,7,10,big,2/20/2020,18:38,10107,7495,6,3,0,stim-images/object7redsmall.jpg,small,"0
"
154,6,0,30,true,attncheck,false,false,1,22,red,small,gade,7,10,big,2/20/2020,18:38,10107,7495,6,3,0,stim-images/object7redsmall.jpg,small,"8
"
142,1,6,20,true,samesize,false,false,1,9,green,small,sprock,15,22,big,2/20/2020,20:37,17625,17256,6,2,0,stim-images/object15greensmall.jpg,small,"0
"
142,2,5,20,false,samesize,true,false,0,5,purple,small,wug,16,3,big,2/20/2020,20:38,28029,8289,6,1,0,stim-images/object5purplesmall.jpg,small,"0
"
142,3,3,30,false,differentsizes,false,false,1,12,blue,small,blicket,14,10,big,2/20/2020,20:38,9877,3417,5,1,0,stim-images/object14bluebig.jpg,big,"0
"
142,4,2,20,true,contrast,false,true,1,6,red,big,gade,1,17,small,2/20/2020,20:38,8005,7380,6,5,4,stim-images/object1redbig.jpg,big,"0
"
142,5,4,20,true,differentsizes,true,false,0,4,green,small,toma,11,19,big,2/20/2020,20:38,11425,4854,5,2,0,stim-images/object4greensmall.jpg,small,"0
"
142,6,0,20,true,attncheck,true,false,0,4,green,small,toma,11,19,big,2/20/2020,20:38,11425,4854,5,2,0,stim-images/object4greensmall.jpg,small,"8
"
94,1,2,35,true,contrast,false,true,1,19,purple,small,toma,1,21,big,2/20/2020,17:38,27119,9329,4,5,6,stim-images/object1purplesmall.jpg,small,"0
"
94,2,4,34,true,differentsizes,true,false,0,24,blue,small,sprock,6,2,big,2/20/2020,17:38,14988,4765,4,3,0,stim-images/object24bluesmall.jpg,small,"0
"
94,3,6,34,true,samesize,false,false,1,22,green,small,gade,16,12,big,2/20/2020,17:39,11092,3924,6,2,0,stim-images/object16greensmall.jpg,small,"0
"
94,4,5,37,false,samesize,false,false,1,13,blue,small,wug,11,4,big,2/20/2020,17:39,8927,6642,6,1,0,stim-images/object11bluesmall.jpg,small,"0
"
94,5,3,41,false,differentsizes,true,false,0,7,green,big,blicket,9,8,small,2/20/2020,17:39,14853,3658,6,1,0,stim-images/object7greenbig.jpg,big,"0
"
94,6,0,41,false,attncheck,true,false,0,7,green,big,blicket,9,8,small,2/20/2020,17:39,14853,3658,6,1,0,stim-images/object7greenbig.jpg,big,"6
"
197,1,5,96,false,samesize,false,false,2,8,blue,big,wug,14,18,small,2/20/2020,20:39,18927,6629,4,1,0,stim-images/object18bluebig.jpg,big,"0
"
197,2,6,50,true,samesize,false,false,2,4,blue,small,gade,19,16,big,2/20/2020,20:39,11550,5561,6,3,0,stim-images/object16bluesmall.jpg,small,"0
"
197,3,4,49,true,differentsizes,true,false,0,21,green,small,blicket,5,12,big,2/20/2020,20:39,10837,4250,5,1,0,stim-images/object21greensmall.jpg,small,"0
"
197,4,2,42,true,contrast,true,false,0,9,red,small,toma,23,7,big,2/20/2020,20:40,8583,3285,4,6,5,stim-images/object9redsmall.jpg,small,"0
"
197,5,3,98,false,differentsizes,true,false,0,22,red,small,sprock,1,13,big,2/20/2020,20:40,9751,3772,6,2,0,stim-images/object22redsmall.jpg,small,"0
"
197,6,0,98,false,attncheck,true,false,0,22,red,small,sprock,1,13,big,2/20/2020,20:40,9751,3772,6,2,0,stim-images/object22redsmall.jpg,small,"6
"
4,1,3,85,false,differentsizes,false,false,1,23,green,small,toma,3,24,big,2/20/2020,19:37,78908,44365,5,1,0,stim-images/object3greenbig.jpg,big,"0
"
4,2,6,75,true,samesize,false,false,2,9,purple,small,gade,22,16,big,2/20/2020,19:38,16790,4694,6,2,0,stim-images/object16purplesmall.jpg,small,"0
"
4,3,2,90,true,contrast,false,true,1,2,purple,big,wug,4,8,small,2/20/2020,19:38,17813,2929,4,5,6,stim-images/object4purplebig.jpg,big,"0
"
4,4,4,100,true,differentsizes,true,false,0,6,purple,small,sprock,19,12,big,2/20/2020,19:39,31301,2231,6,2,0,stim-images/object6purplesmall.jpg,small,"0
"
4,5,5,33,false,samesize,false,false,2,15,blue,big,blicket,17,1,small,2/20/2020,19:39,13539,2425,5,2,0,stim-images/object1bluebig.jpg,big,"0
"
4,6,0,33,false,attncheck,false,false,2,15,blue,big,blicket,17,1,small,2/20/2020,19:39,13539,2425,5,2,0,stim-images/object1bluebig.jpg,big,"5
"
176,1,6,30,true,samesize,true,false,0,1,purple,big,blicket,2,4,small,2/20/2020,20:37,23829,12944,5,3,0,stim-images/object1purplebig.jpg,big,"0
"
176,2,2,21,true,contrast,false,true,1,16,purple,small,wug,6,14,big,2/20/2020,20:38,15325,6990,4,5,6,stim-images/object6purplesmall.jpg,small,"0
"
176,3,4,19,true,differentsizes,true,false,0,18,green,big,gade,5,7,small,2/20/2020,20:38,13031,8529,5,3,0,stim-images/object18greenbig.jpg,big,"0
"
176,4,5,90,false,samesize,false,false,2,23,red,small,toma,17,8,big,2/20/2020,20:38,17282,10960,5,3,0,stim-images/object8redsmall.jpg,small,"0
"
176,5,3,80,false,differentsizes,true,false,0,22,green,big,sprock,24,20,small,2/20/2020,20:39,34363,10661,5,3,0,stim-images/object22greenbig.jpg,big,"0
"
176,6,0,80,false,attncheck,true,false,0,22,green,big,sprock,24,20,small,2/20/2020,20:39,34363,10661,5,3,0,stim-images/object22greenbig.jpg,big,"6
"
36,1,6,38,true,samesize,false,false,1,14,purple,small,sprock,23,20,big,2/20/2020,17:39,31076,14195,4,3,0,stim-images/object23purplesmall.jpg,small,"0
"
36,2,4,15,true,differentsizes,true,false,0,17,green,big,gade,8,10,small,2/20/2020,17:40,15747,11195,5,1,0,stim-images/object17greenbig.jpg,big,"0
"
36,3,5,6,false,samesize,false,false,2,4,blue,small,blicket,2,11,big,2/20/2020,17:40,10490,5447,5,3,0,stim-images/object11bluesmall.jpg,small,"0
"
36,4,3,36,false,differentsizes,true,false,0,7,red,small,wug,6,5,big,2/20/2020,17:40,10598,2182,4,3,0,stim-images/object7redsmall.jpg,small,"0
"
